_id,Month,Vessel Type,Total Tonnage,% Change (Total Tonnage),# of Vessels,% Change (# of Vessels),Tonnage per Vessel,% Change (Tonnage per Vessel)
3424,2021-09-01,Bulk Carrier,59860.562,,1165,,51.38245665236051,
5147,2021-10-01,Bulk Carrier,67754.942,13.187948352372626,1211,3.9484978540772486,55.94958051197357,8.888488712232977
